,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
3451,매란방,2009-04-16,275367000.0,275367000.0,42723.0,42723.0,185.0,6628.0,중국,에스케이텔레콤(주),12세이상관람가,"드라마,사극,멜로/로맨스",첸 카이거,"여명,장쯔이"
3452,라스트프로포즈,2009-03-05,268282000.0,268282000.0,40973.0,40973.0,154.0,5755.0,홍콩,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,멜로/로맨스,유위강,"유덕화,서기"
3453,블레임 : 인류멸망 2011,2009-02-26,261959500.0,261959500.0,40595.0,40595.0,121.0,3557.0,일본,(주)싸이더스,12세이상관람가,"SF,액션,스릴러",제제 다카히사,"츠마부키 사토시,단 레이,이케와키 치즈루,사토 코이치,쿠니나카 료코"
3454,번 애프터 리딩,2009-03-26,277595500.0,277595500.0,39898.0,39898.0,52.0,2857.0,미국,(주)성원아이컴,청소년관람불가,"코미디,범죄","조엘 코엔,에단 코엔","조지 클루니,브래드 피트,프란시스 맥도먼드"
3455,토마스와 친구들 - 극장판,2009-04-09,234506500.0,234506500.0,39765.0,39765.0,67.0,2133.0,영국,(주)코카반,전체관람가,"애니메이션,가족",스티브 애스퀴스,피어스 브로스넌
3456,G-포스: 기니피그 특공대,2010-04-22,405615000.0,405615000.0,39522.0,39522.0,82.0,2411.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"가족,어드벤처,액션",호이트 예이트만,"윌 아넷,빌 나이히,자크 갈리피아나키스,샘 록웰,존 파브로,니콜라스 케이지,페넬로페 크루즈,스티브 부세미"
3457,탑 블레이드 더 무비,2009-01-15,228180500.0,228180500.0,38349.0,38349.0,116.0,3517.0,일본,"롯데쇼핑㈜롯데엔터테인먼트,SBS프로덕션",전체관람가,애니메이션,"야스미 테츠오,카와세 토시후미","나가사와 나오,쿠마이 모토코"
3458,언더월드: 라이칸의 반란,2009-09-03,269183000.0,269183000.0,36190.0,36190.0,49.0,2753.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,청소년관람불가,"판타지,액션,스릴러,SF",패트릭 타투포우로스,"마이클 쉰,로나 미트라,빌 나이히"
3459,마법의 세계 녹터나,2009-08-27,235851500.0,235851500.0,36078.0,36078.0,151.0,3305.0,스페인,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처,가족,판타지,미스터리","아드리아 가르시아,빅터 말도나도",박지빈
3460,처음 본 그녀에게 프로포즈하기,2009-09-09,253995000.0,253995000.0,34689.0,34689.0,169.0,5926.0,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"코미디,멜로/로맨스",마이클 이안 블랙,"제이슨 빅스,아일라 피셔"
3461,위핏,2010-02-18,221598500.0,221598500.0,34680.0,34680.0,124.0,3907.0,미국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"드라마,코미디",드류 베리모어,"엘렌 페이지,드류 베리모어,마샤 게이 하든"
3462,임피 원더랜드 가다,2009-06-11,211487500.0,211487500.0,34474.0,34474.0,64.0,1416.0,독일,씨제이 씨지브이(CJ CGV)(주),전체관람가,"애니메이션,어드벤처,가족","라인하르트 클루스,호거 태프","앙케 엥겔케,임주현,전숙경,이승주,홍진욱"
3463,줄리 & 줄리아,2009-12-10,255486000.0,255486000.0,34093.0,34093.0,32.0,1450.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,드라마,노라 에프론,"메릴 스트립,에이미 아담스"
3464,19-Nineteen,2009-11-12,209955500.0,209955500.0,32616.0,32616.0,64.0,1875.0,한국,CJ ENM,12세이상관람가,드라마,장용우,"T.O.P,승리,허이재,최인숙,조규범,김윤구,장소연,정성일"
3465,뮤턴트: 다크 에이지,2009-01-08,212833500.0,212833500.0,31233.0,31233.0,102.0,3570.0,미국,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,"액션,어드벤처,SF",사이먼 헌터,"론 펄먼,토마스 제인"
3466,옹박: 더 레전드,2009-05-14,197570000.0,197570000.0,30565.0,30565.0,172.0,4753.0,태국,㈜케이디미디어,15세이상관람가,액션,토니 자,토니 자
3467,할로윈:살인마의 탄생,2009-05-14,210369500.0,210369500.0,30544.0,30544.0,116.0,3229.0,미국,(주)성원아이컴,청소년관람불가,공포(호러),롭 좀비,"스카우트 테일러-콤프튼,말콤 맥도웰"
3468,나루토 질풍전 극장판-불의 의지를 잇는 자,2009-10-22,187958500.0,187958500.0,29606.0,29606.0,67.0,1723.0,일본,에이원엔터테인먼트,전체관람가,"애니메이션,판타지",사토 마사히코,나카무라 치에
3469,비상,2009-12-03,221371000.0,221371000.0,28964.0,28964.0,165.0,4813.0,한국,(주)성원아이컴,청소년관람불가,"액션,드라마,멜로/로맨스",박정훈,"김범,오재균,김별,이채영,배수빈,조광희,박진,박현철,지용현,서혁,최가을,김태환,박윤재,정요한,임예성,박소희,김정임,김시훈,김진우,이진혁,이찬호,이형근,이재림,이종은,반민정,이칸희,박성배"
3470,그루지 3,2009-08-27,211032000.0,211032000.0,27489.0,27489.0,57.0,2223.0,미국,㈜케이디미디어,15세이상관람가,"공포(호러),스릴러",토비 윌킨스,"매튜 나이트,마이크 스트라웁,샤니 스미스"
3471,러브 인 클라우즈,2008-12-31,181954000.0,213307500.0,26410.0,31189.0,63.0,1659.0,호주,예지림엔터테인먼트,15세이상관람가,드라마,존 듀이건,"샤를리즈 테론,페넬로페 크루즈"
3472,다크 나이트,2008-08-06,168731000.0,27046915500.0,25872.0,4086362.0,63.0,1021.0,미국,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",15세이상관람가,"범죄,드라마,액션,미스터리",크리스토퍼 놀란,"크리스찬 베일,마이클 케인,히스 레저,아론 에크하트,매기 질렌할,게리 올드만,모건 프리먼"
3473,컴 아웃 파이팅,2009-10-22,182311500.0,182311500.0,25052.0,25052.0,143.0,4411.0,미국,,15세이상관람가,"액션,드라마",디토 몬티엘,"채닝 테이텀,줄라이 헤나오"
3474,달콤한 거짓말,2008-12-18,162935000.0,3122965500.0,23997.0,471310.0,109.0,1709.0,한국,CJ ENM,12세이상관람가,"멜로/로맨스,코미디",정정화,"김선아,박진희,조한선,이기우,김동욱,최은주,안은정,이동민,변현석,채민서,박경태,유세희,김인석,김성제,박선민,정성호,이시원,김준수,양희경,채민서,조진웅,최진호,김광규,차은재,정다빈,권태원,오연아"
3475,사요나라 이츠카,2010-04-15,179113500.0,179113500.0,23229.0,23229.0,31.0,1715.0,한국,CJ ENM,청소년관람불가,"드라마,멜로/로맨스",이재한,"나카야마 미호,니시지마 히데토시,이시다 유리코,안성일"
3476,스페이스 침스 - 자톡의 역습 3D,2010-08-19,210060100.0,210060100.0,22655.0,22655.0,84.0,1529.0,미국,㈜케이디미디어,전체관람가,"애니메이션,어드벤처",존 H. 윌리엄스,"로라 베일리,잭 샤다,정재헌"
3477,프로스트 VS 닉슨,2009-03-05,148227500.0,148227500.0,22114.0,22114.0,76.0,2563.0,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,론 하워드,"프랭크 란젤라,마이클 쉰"
3478,맘마미아!,2008-09-03,105796000.0,29677051750.0,21387.0,4573862.0,6.0,257.0,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"멜로/로맨스,뮤지컬",필리다 로이드,"아만다 사이프리드,메릴 스트립,콜린 퍼스"
3479,아스테릭스: 미션 올림픽 게임,2009-06-18,134805000.0,134805000.0,21355.0,21355.0,115.0,2590.0,프랑스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,어드벤처,가족",프레더릭 포레스티에,"제라르 드빠르디유,클로비스 코르니악,바네사 헤슬러,브누와 뽀엘부르드,알랑 드롱"
3480,싸이보그 그녀,2009-05-14,136587500.0,136587500.0,20696.0,20696.0,111.0,2707.0,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,멜로/로맨스,SF",곽재용,"아야세 하루카,코이데 케이스케"
3481,토너먼트,2010-09-02,162232000.0,162232000.0,20316.0,20316.0,31.0,1607.0,영국,주식회사 마운틴픽쳐스,청소년관람불가,액션,스콧 만,"로버트 칼라일,켈리 후"
3482,콜링 인 러브,2010-03-25,150187500.0,150187500.0,20243.0,20243.0,68.0,2720.0,미국,㈜케이디미디어,15세이상관람가,"멜로/로맨스,코미디",제임스 도드슨,"제시 멧칼피,슈리아"
3483,초코초코 대작전,2009-05-01,118717500.0,118717500.0,20159.0,20159.0,35.0,863.0,일본,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,드라마",하마나 타카유키,"토요나가 토시유키,미즈사와 후미에"
3484,쏘우-여섯번의 기회,2010-01-07,158684000.0,158684000.0,19796.0,19796.0,49.0,1855.0,미국,(주)빅버젯,청소년관람불가,"공포(호러),미스터리,범죄",케빈 그루터트,"토빈 벨,코스타스 맨다이어,샤니 스미스"
3485,판타스틱 Mr. 폭스,2009-12-24,143592500.0,143592500.0,19303.0,19303.0,11.0,884.0,미국,이십세기폭스코리아(주),전체관람가,"애니메이션,코미디,어드벤처,가족",웨스 앤더슨,"조지 클루니,메릴 스트립,빌 머레이,제이슨 슈왈츠먼"
3486,커플 테라피: 대화가 필요해,2010-02-25,147655000.0,147655000.0,19163.0,19163.0,66.0,2194.0,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,코미디,피터 빌링슬레이,"빈스 본,제이슨 베이트먼,존 파브로,크리스틴 데이비스,말린 애커맨,크리스틴 벨,장 르노"
3487,심장이 뛴다,2011-01-05,86812000.0,86812000.0,18296.0,18296.0,17.0,98.0,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마,윤재근,"김윤진,박해일,강신일,강신일,한유빈,조윤정,조정준,박현숙,방윤지,서아름,문대영,김경태,임혜진,장유진,전병철,권민경,박선영,정민교,엄세현,이윤재,이승준,박진우,이희준,전배수,이한위,남성호,김상호,김재경,정다혜,백도겸"
3488,하늘과 바다,2009-10-28,120315500.0,120315500.0,17857.0,17857.0,186.0,3769.0,한국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,오달균,"장나라,민송아,유아인,쥬니,한지후,김대우,박미영,정연준,최정우,윤송아,김현숙,정혜원"
3489,니코,2008-12-24,104760500.0,973598000.0,17135.0,158929.0,110.0,1075.0,핀란드,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처,가족","마이클 헤트너,캐리 주스넌","한누-펙카 뵤르크만,장근석"
3490,허리우드극장-그곳엔 추억이 있다,,35081000.0,35081000.0,16798.0,16798.0,1.0,241.0,기타,,,기타,,
3491,헤이트 발렌타인데이,2010-02-04,125682500.0,125682500.0,16302.0,16302.0,74.0,2434.0,미국,㈜케이디미디어,12세이상관람가,"멜로/로맨스,코미디",니아 발다로스,"니아 발다로스,존 코베트"
3492,토마스와 친구들 - 극장판 2,2010-06-10,112687000.0,112687000.0,15928.0,15928.0,93.0,1645.0,미국,에이원엔터테인먼트,전체관람가,"애니메이션,액션,어드벤처,가족","그렉 티어난,그렉 티어넌","마이클 안젤리스,마이클 브랜든,김승준"
3493,2009 일본 인디필름 페스티벌,,110068500.0,110068500.0,15627.0,15627.0,4.0,890.0,일본,,,기타,,
3494,유희왕,2010-01-28,93902000.0,717201000.0,14101.0,140620.0,64.0,1041.0,일본,에이원엔터테인먼트,전체관람가,"애니메이션,액션,어드벤처",츠지 하츠키,"마이크 폴락,웨인 그레이슨,에릭 스튜어트,카자마 슌스케,구자형"
3495,마이 마이 신코 이야기,2009-12-10,89534500.0,89534500.0,13747.0,13747.0,31.0,617.0,일본,에이원엔터테인먼트,전체관람가,"애니메이션,가족,드라마",카타부치 스나오,"모리사코 에이,후쿠다 마유코,혼조우 미나미,미즈사와 나코"
3496,미어캣의 모험,2009-08-06,95740500.0,95740500.0,13592.0,13592.0,62.0,981.0,영국,예지림엔터테인먼트,전체관람가,다큐멘터리,제임스 허니본,폴 뉴먼
3497,귀 鬼,2010-06-10,94872000.0,94872000.0,13107.0,13107.0,30.0,1067.0,한국,CJ ENM,15세이상관람가,"공포(호러),스릴러","김조광수,여명준,조은경,홍동명","한예리,배수빈,정인영,이채은,김꽃비,이제훈,남지현,이태리,최혜경,신지수,정희진,송슬기,박길수"
3498,더 도어,2010-09-02,101746000.0,101746000.0,13061.0,13061.0,26.0,956.0,독일,예지림엔터테인먼트,청소년관람불가,"드라마,미스터리,SF,스릴러",안노 사울,"매드 미켈슨,제시카 슈바르츠,하이케 마카취일,닐 트렙스"
3499,레고:클러치파워의 모험,2010-06-10,86350500.0,86350500.0,12430.0,12430.0,56.0,1007.0,미국,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,액션,가족",하워드 E.베이커,"이본 스트라호프스키,라이언 맥파틀린"
3500,믿음의 승부,2010-04-15,83351500.0,83351500.0,12372.0,12372.0,7.0,582.0,미국,크로스픽쳐스(주),전체관람가,드라마,알렉스 켄드릭,"제임스 블랙웰,베일리 케이브"
3501,동쪽의 에덴 극장판 ① 더 킹오브 에덴,2010-01-28,83223500.0,83223500.0,12262.0,12262.0,48.0,1349.0,일본,애니박스 엔터테인먼트,전체관람가,"애니메이션,미스터리",카미야마 켄지,"사이토 아야카,하야미 사오리,에구치 타쿠야"
3502,제로 포커스,2010-03-25,89329000.0,89329000.0,12065.0,12065.0,76.0,2026.0,일본,CJ ENM,15세이상관람가,"드라마,미스터리",이누도 잇신,"히로스에 료코,나카타니 미키,키무라 타에"
3503,나루토 질풍전 극장판 4 - 더 로스트 타워,2010-12-02,75017000.0,75017000.0,11116.0,11116.0,58.0,985.0,일본,애니박스 엔터테인먼트,전체관람가,애니메이션,무라타 마사히코,"이노우에 카즈히코,모리카와 토시유키,나카무라 치에,타케우치 준코"
3504,트랜스포머,2007-06-28,78278000.0,47707993338.0,11064.0,7402211.0,8.0,370.0,미국,CJ ENM,12세이상관람가,"SF,액션,어드벤처",마이클 베이,"샤이아 라보프,메간 폭스"
3505,춤추는 꿈틀이 밴드,2010-02-04,72851000.0,72851000.0,10885.0,10885.0,47.0,718.0,덴마크,에이원엔터테인먼트,전체관람가,"애니메이션,가족,코미디",토마스 보르히 닐슨,"엄상현,이장원,조현정"
3506,하이 스쿨 뮤지컬: 졸업반,2009-02-19,67601500.0,67601500.0,10874.0,10874.0,9.0,425.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"코미디,드라마,멜로/로맨스,뮤지컬,가족",케니 오테가,"잭 애프론,바네사 허진스"
3507,내 남자의 순이,2010-05-27,73108500.0,73108500.0,10449.0,10449.0,99.0,2013.0,한국,(주)새인컴퍼니,15세이상관람가,코미디,김호준,"박해미,이태성,신이,강기준,김면지,홍기석,김혜연,최지성,홍현철,안석천,장수연,원진희,박범철,심원철,지대한,정경호"
3508,로맨틱 아일랜드,2008-12-24,69806000.0,1006594000.0,10396.0,151105.0,86.0,1049.0,한국,실버스푼,15세이상관람가,"멜로/로맨스,코미디",강철우,"이선균,이수경,이민기,유진,이문식,한명구,이일화,양희정,정의철,최진호,김종수,남궁은숙,이승연,권귀빈,오창경"
3509,샤인 어 라이트(1st 지드래곤 콘서트),2010-04-15,91164000.0,91164000.0,10349.0,10349.0,14.0,227.0,한국,(주)와이지엔터테인먼트,12세이상관람가,다큐멘터리,정치영,
3510,러브 매니지먼트,2009-12-31,78090500.0,78090500.0,10230.0,10230.0,43.0,1369.0,미국,(주)싸이더스,15세이상관람가,"멜로/로맨스,코미디",스티븐 벨버,"제니퍼 애니스턴,스티브 잔"
3511,테라 3D: 인류 최후의 전쟁,2010-11-04,104543000.0,104547000.0,9863.0,9864.0,47.0,1026.0,미국,주식회사 마운틴픽쳐스,전체관람가,"애니메이션,어드벤처,판타지,액션",아리스토메니스 치바스,"채드 앨런,로잔나 아퀘트"
3512,아이언맨,2008-04-30,82665500.0,27880712500.0,9549.0,4300365.0,5.0,327.0,미국,CJ ENM,12세이상관람가,"SF,드라마,액션",존 파브로,"로버트 다우니 주니어,테렌스 하워드,제프 브리지스,기네스 팰트로우"
3513,불타는 내 마음,2010-03-25,69364000.0,69364000.0,9089.0,9089.0,33.0,1257.0,한국,씨제이 씨지브이(CJ CGV)(주),15세이상관람가,"코미디,멜로/로맨스",최원섭,"최요한,김미희,정현부,신중렬,최혜선,전수완,황현주,한송희,권형진,김다혜,문필규,유경하,근휘,김소영,양희진,이인호"
3514,우주의 신비,2008-07-03,110609000.0,177057000.0,8564.0,14182.0,3.0,305.0,이스라엘,,,다큐멘터리,,
3515,2009년 시네마테크의 친구들 영화제,,46777000.0,46777000.0,8435.0,8435.0,1.0,78.0,기타,,,,,
3516,제10회 메가박스 유럽영화제,2009-10-21,58579000.0,58579000.0,8188.0,8188.0,4.0,65.0,기타,,,기타,,
3517,디트로이트 메탈 시티,2009-05-21,54699500.0,54699500.0,8080.0,8080.0,12.0,663.0,일본,(주)영화사구안,15세이상관람가,코미디,리 토시오,"호소다 요시히코,마츠야마 켄이치"
3518,감동과의 재회전,,47576500.0,47576500.0,8006.0,8006.0,3.0,172.0,기타,,,기타,,
3519,스타트렉: 더 비기닝+박쥐+인사동 스캔들,,55185000.0,55185000.0,7977.0,7977.0,32.0,784.0,기타,,,기타,,
3520,2010년 시네마테크의 친구들 영화제,2010-01-15,37857000.0,37857000.0,6853.0,6853.0,1.0,91.0,기타,,,기타,,
3521,고스트: 보이지 않는 사랑,2010-11-25,49540500.0,49540500.0,6624.0,6624.0,31.0,1028.0,일본,필라멘트픽쳐스,12세이상관람가,"멜로/로맨스,판타지",오타니 타로,"송승헌,마츠시마 나나코"
3522,"토이 스토리 1,2",2010-05-05,65459200.0,65459200.0,6494.0,6494.0,13.0,276.0,미국,,,"가족,어드벤처,코미디",,
3523,미래를 걷는 소녀,2009-09-17,45223500.0,45223500.0,6318.0,6318.0,22.0,759.0,일본,(주)영화사구안,전체관람가,"판타지,드라마,멜로/로맨스",코나카 카즈야,"카호,사노 카즈마"
3524,크레이지 하트,2010-03-04,48007500.0,48007500.0,6213.0,6213.0,4.0,385.0,미국,이십세기폭스코리아(주),15세이상관람가,"드라마,멜로/로맨스",스콧 쿠퍼,"제프 브리지스,매기 질렌할"
3525,요술,2010-06-24,46293700.0,46293700.0,5993.0,5993.0,33.0,798.0,한국,CJ ENM,15세이상관람가,"드라마,멜로/로맨스",구혜선,"임지규,서현진,김정욱,최인영,최일화,권오성,구혜선"
3526,제8회 미장센단편영화제(2009),,27605000.0,27605000.0,5328.0,5328.0,3.0,57.0,한국,,,기타,,
3527,하퍼스 바자 패션 필름 페스티벌,,21373000.0,21373000.0,5289.0,5289.0,2.0,136.0,기타,,,기타,,
3528,살아있는 야생탐험,2009-05-11,59546000.0,59546000.0,5223.0,5223.0,3.0,288.0,이스라엘,씨제이 씨지브이(CJ CGV)(주),전체관람가,다큐멘터리,오데드 시모니,잭 코헨
3529,장국영 영화제,,22052000.0,22052000.0,5175.0,5175.0,2.0,195.0,홍콩,,,기타,,
3530,2010 시네바캉스 서울,2010-07-30,28287000.0,28287000.0,5118.0,5118.0,1.0,72.0,기타,,,기타,,
3531,제9회 미쟝센 단편영화제(2010),,24809000.0,24809000.0,4868.0,4868.0,3.0,67.0,한국,,,기타,,
3532,카운테스,2009-12-03,35000500.0,35000500.0,4522.0,4522.0,28.0,671.0,프랑스,"(주)누리픽쳐스,씨제이 씨지브이(CJ CGV)(주)",청소년관람불가,"사극,드라마,스릴러",줄리 델피,"줄리 델피,윌리엄 허트"
3533,트라이앵글,2009-11-19,33850000.0,33850000.0,4504.0,4504.0,58.0,1061.0,한국,CJ ENM,전체관람가,"드라마,미스터리",지영수,"안재욱,강혜정,이수경,허선행,허정규,강신일"
3534,칸 국제 광고제 페스티발 수상작,,32478000.0,69636500.0,4463.0,9578.0,1.0,101.0,기타,,,기타,,
3535,2009 디자인영화제,,31202500.0,31202500.0,4387.0,4387.0,1.0,80.0,기타,,,다큐멘터리,,
3536,엘라의 계곡,2009-12-10,30777000.0,30777000.0,4162.0,4162.0,27.0,654.0,미국,인터비스앤파트너스(주),15세이상관람가,"범죄,드라마,미스터리,스릴러",폴 해기스,"토미 리 존스,샤를리즈 테론"
3537,파이어프루프-사랑의 도전,2009-09-18,20507000.0,20507000.0,4040.0,4040.0,3.0,273.0,미국,"크로스픽쳐스(주),(주)허리우드극장",전체관람가,드라마,알렉스 켄드릭,"커크 캐머런,에린 베이다"
3538,2AM SHOW,2010-12-09,45518000.0,45518000.0,4020.0,4020.0,27.0,320.0,한국,에스케이텔레콤(주),전체관람가,공연,정성복,"이창민,조 권,임슬옹,정진운"
3539,SICAF2009 서울국제만화애니메이션페스티벌,,20773000.0,20773000.0,4000.0,4000.0,3.0,81.0,기타,,,기타,,
3540,제2회 CGV-바자패션필름페스티벌,2010-09-01,16005000.0,16005000.0,3916.0,3916.0,3.0,204.0,기타,,,다큐멘터리,,
3541,참새들의 합창,2010-05-05,27705500.0,27705500.0,3827.0,3827.0,12.0,365.0,이란,유니코리아문예투자(주),전체관람가,드라마,마지드 마지디,"레자 나지,오셍 아가지"
3542,미안하다 독도야,2008-12-31,21461500.0,31293500.0,3694.0,5165.0,51.0,639.0,한국,메가픽쳐스제이씨(주),전체관람가,다큐멘터리,최현묵,"김성도,김장훈,서경덕,김환,이지승"
3543,페데리코 펠리니 회고전,,20279000.0,20279000.0,3689.0,3689.0,1.0,47.0,이탈리아,,,기타,,
3544,러시아 모스필름 회고전,,18869000.0,18869000.0,3512.0,3512.0,1.0,65.0,러시아,,,기타,,
3545,오페라-카르멘(메트로폴리탄),2010-04-04,67804000.0,67804000.0,3442.0,3442.0,2.0,30.0,미국,㈜메가박스,12세이상관람가,"뮤지컬,공연","게리 할버슨,리처드 이어","엘리나 가랑차,로베르토 알라냐"
3546,로마에서 생긴 일,2010-04-08,26475000.0,26475000.0,3429.0,3429.0,12.0,399.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"멜로/로맨스,코미디",마크 스티븐 존슨,"크리스틴 벨,조쉬 더하멜,윌 아넷,존 헤더"
3547,마마 앤드 파파,2010-05-20,22116000.0,22116000.0,3099.0,3099.0,1.0,89.0,한국,주식회사 케이엠스타,전체관람가,드라마,장태령,"김진아,박정은,유하은,노시정,정현욱,손민지,허지원,정희영,조련,김호영,조서진,김혜영,김형진,조승우,최준성,최지윤,정한성,김현지,조유나,김은지,박준서,김한나,최혜미,조을희,안세원,안수연,박진용,박혜진,황혜영,박흥열,김동근,주민정,배준서,김나영,김나영,주정은,서동진,김다은,이명원,최동욱,김태훈,최미경,유정현,유정호,이희열,윤소연,최서연,최서진,임혜원,정다영,임미소,임빈,정명진,임선희,김태연,임소원,최세영,임승민,이소리,이소원,오수현,정성하,정수현,박순명,정태환,정재윤,이예진,이다영,이채은,이철민,김지원,이태연,이윤성,허기호,이태호,이하연,김용민,이현규,이현규,이재학,이정은,김준환,김준환,김윤영,김은아,이현지,김지수"
3548,오페라-투란도트(메트로폴리탄),2010-01-10,60778000.0,60778000.0,3045.0,3045.0,2.0,27.0,미국,㈜메가박스,전체관람가,공연,"프랑코 제페렐리,프랑코 제피렐리","마르첼로 조르다니,마리아 굴레기나,마리나 포플라브스카야,사무엘 래미"
3549,라이브 인 3D 휘성 : 잇츠 리얼,2010-09-30,39755000.0,39755000.0,2920.0,2920.0,30.0,511.0,한국,에스케이텔레콤(주),전체관람가,다큐멘터리,정성복,휘성
3550,바람_감독판,,19503000.0,19503000.0,2768.0,2768.0,1.0,62.0,한국,(주)싸이더스,15세이상관람가,"드라마,액션",이성한,"황정음,정우,손호준"
3551,언 애듀케이션,2010-03-18,21023500.0,21023500.0,2750.0,2750.0,3.0,243.0,영국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,드라마,론 쉐르픽,"캐리 뮬리건,피터 사스가드,알프리드 몰리나,로자문드 파이크,도미닉 쿠퍼,올리비아 윌리엄스,엠마 톰슨"
3552,2009 시네바캉스 서울,,14229000.0,14229000.0,2660.0,2660.0,1.0,62.0,기타,,,기타,,
3553,아녜스 바르다 회고전,,14420000.0,14420000.0,2617.0,2617.0,1.0,66.0,프랑스,,,기타,,
3554,스페인 영화제,,14490000.0,14490000.0,2536.0,2536.0,1.0,101.0,스페인,,,기타,,
3555,2010칸국제광고제 수상작페스티벌,2010-10-07,20866000.0,20866000.0,2517.0,2517.0,2.0,105.0,기타,,,기타,,
3556,시네마 디지털 서울 2010,2010-08-18,13564500.0,13564500.0,2486.0,2486.0,4.0,79.0,기타,,,기타,,
3557,나다의 마지막 프로포즈_외국영화,2008-12-24,13622000.0,16997000.0,2449.0,3040.0,1.0,79.0,기타,,,기타,,
3558,일렉트릭 미스트,2009-12-17,18797500.0,18797500.0,2364.0,2364.0,14.0,214.0,미국,CJ ENM,15세이상관람가,"미스터리,드라마",베르트랑 타베르니에,"토미 리 존스,존 굿맨"
3559,사일런트 웨딩,2009-08-20,16998500.0,16998500.0,2348.0,2348.0,3.0,184.0,루마니아,프리비젼엔터테인먼트,15세이상관람가,드라마,호라티우 말라엘,"알렉상드르 포토션,메다 안드레아 빅토르"
3560,전우치+아바타+셜록 홈즈,2009-12-23,25846000.0,25846000.0,2310.0,2310.0,3.0,12.0,기타,,,기타,,
3561,제6회 메가박스 일본영화제,,13538000.0,13538000.0,2275.0,2275.0,2.0,31.0,일본,,,기타,,
3562,오시마 나기사 회고전,,12086000.0,12086000.0,2252.0,2252.0,1.0,43.0,일본,,,기타,,
3563,이그잼,2010-11-11,17086000.0,17086000.0,2217.0,2217.0,9.0,300.0,영국,(주)에스와이코마드,15세이상관람가,스릴러,스튜어트 하젤딘,루크 마블리
3564,공드리 월드,,14935500.0,14935500.0,2210.0,2210.0,1.0,122.0,기타,,,기타,,
3565,서울독립영화제2009_한국,,10969000.0,10969000.0,2167.0,2167.0,3.0,75.0,한국,,,기타,,
3566,사무엘 풀러 회고전,,11560000.0,11560000.0,2164.0,2164.0,1.0,44.0,미국,,,기타,,
3567,하프웨이,2010-04-29,14738500.0,14738500.0,2079.0,2079.0,11.0,349.0,일본,이미지팩토리,전체관람가,"드라마,멜로/로맨스",키타가와 에리코,"기타노 키이,오카다 마사키"
3568,제7회 서울환경영화제[2010.05.19-05.26],2010-05-19,7961000.0,7961000.0,1990.0,1990.0,3.0,95.0,기타,,,기타,,
3569,까칠한 그녀의 달콤한 연애비법,2009-10-22,13891500.0,13891500.0,1951.0,1951.0,21.0,385.0,미국,실버스푼,15세이상관람가,"멜로/로맨스,코미디",니샤 가나트라,"헤더 그레이엄,산드라 오"
3570,초합금 로보트 쏠라 123,2010-05-01,10907500.0,10907500.0,1936.0,1936.0,32.0,247.0,한국,서울동화,전체관람가,애니메이션,김청기,
3571,데이비드 린 회고전,,10194000.0,10194000.0,1930.0,1930.0,1.0,52.0,미국,,,기타,,
3572,우리 시대의 프랑스 영화 특별전,,10530000.0,10530000.0,1919.0,1919.0,1.0,74.0,프랑스,,,기타,,
3573,레이징 피닉스,2010-03-25,9975000.0,9975000.0,1898.0,1898.0,15.0,228.0,태국,(주)디지탈케이아이엔,15세이상관람가,"액션,멜로/로맨스",라샤네 림트라쿨,지자 야닌
3574,제6회 서울환경영화제,2009-05-21,7978500.0,7978500.0,1880.0,1880.0,3.0,99.0,기타,,,기타,,
3575,인셉션+이끼+마법사의 제자,2010-07-21,19972000.0,19972000.0,1839.0,1839.0,3.0,11.0,기타,,,기타,,
3576,스카이 크롤러,2010-10-28,13575500.0,13575500.0,1804.0,1804.0,2.0,138.0,일본,예지림엔터테인먼트,12세이상관람가,"애니메이션,드라마,액션,어드벤처",오시이 마모루,"타니하라 쇼스케,키쿠치 린코,쿠리야마 치야키,카세 료"
